Name,Acceleration,Weight,Traction,MiniTurbo,Invincibility,GroundSpeed,WaterSpeed,AirSpeed,AntiGravitySpeed,GroundHandling,WaterHandling,AirHandling,AntiGravityHandling
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",4.75,1.75,5,4.5,3.5,2,2,3.5,2.75,4.75,4.25,4.75,4.75
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",4.5,2.25,4.75,4.25,3.75,2.25,2,3.25,3,4.75,4,5,4.5
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",4.75,2,4.75,4.5,3.5,2,2,3.25,2.75,4.75,4,5,4.75
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Super Glider""}",4,2.5,5.5,4,4,2.25,1.75,3.25,2.5,4,3.5,4.25,4
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Cloud Glider""}",4.25,2.25,5.5,4.25,3.75,2,2,3.25,2.25,4,3.5,4.25,4.25
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Wario Wing""}",4,2.75,5.25,4,4,2.25,2,3,2.5,4,3.25,4.5,4
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Peach Parasol""}",4.25,2.5,5.25,4.25,3.75,2,2,3,2.25,4,3.25,4.5,4.25
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Super Glider""}",5,1.5,4.75,5,2.75,1.75,1.25,3.5,3,5,4.5,5,4.75
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Cloud Glider""}",5.25,1.25,4.75,5.25,2.5,1.5,1.5,3.5,2.75,5,4.5,5,5
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Wario Wing""}",5,1.75,4.5,5,2.75,1.75,1.5,3.25,3,5,4.25,5.25,4.75
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Peach Parasol""}",5.25,1.5,4.5,5.25,2.5,1.5,1.5,3.25,2.75,5,4.25,5.25,5
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Super Glider""}",4,2,4,4,3.75,2.5,2.25,3.25,2.75,5,4.25,5,4.75
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Cloud Glider""}",4.25,1.75,4,4.25,3.5,2.25,2.5,3.25,2.5,5,4.25,5,5
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Wario Wing""}",4,2.25,3.75,4,3.75,2.5,2.5,3,2.75,5,4,5.25,4.75
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Peach Parasol""}",4.25,2,3.75,4.25,3.5,2.25,2.5,3,2.5,5,4,5.25,5
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Metal"",""glider"":""Super Glider""}",3.5,2.5,4.25,3.5,4,2.75,1.5,3.5,2.75,4.5,3.75,4.5,3.75
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Metal"",""glider"":""Cloud Glider""}",3.75,2.25,4.25,3.75,3.75,2.5,1.75,3.5,2.5,4.5,3.75,4.5,4
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Metal"",""glider"":""Wario Wing""}",3.5,2.75,4,3.5,4,2.75,1.75,3.25,2.75,4.5,3.5,4.75,3.75
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Metal"",""glider"":""Peach Parasol""}",3.75,2.5,4,3.75,3.75,2.5,1.75,3.25,2.5,4.5,3.5,4.75,4
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Super Glider""}",4.75,1.5,4.5,4.75,3.25,2,1.75,3.25,2.75,4.75,4.5,4.75,4.25
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Cloud Glider""}",5,1.25,4.5,5,3,1.75,2,3.25,2.5,4.75,4.5,4.75,4.5
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Wario Wing""}",4.75,1.75,4.25,4.75,3.25,2,2,3,2.75,4.75,4.25,5,4.25
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Peach Parasol""}",5,1.5,4.25,5,3,1.75,2,3,2.5,4.75,4.25,5,4.5
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Super Glider""}",4.25,2.25,5.25,3.75,4.25,2.5,1.75,3.75,2.5,4.25,4,4.25,4
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",4.5,2,5.25,4,4,2.25,2,3.75,2.25,4.25,4,4.25,4.25
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",4.25,2.5,5,3.75,4.25,2.5,2,3.5,2.5,4.25,3.75,4.5,4
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",4.5,2.25,5,4,4,2.25,2,3.5,2.25,4.25,3.75,4.5,4.25
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Cushion"",""glider"":""Super Glider""}",4.5,1.75,5.25,4.5,4,2,1.5,3,3.25,4.5,4.25,4.25,4.5
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",4.75,1.5,5.25,4.75,3.75,1.75,1.75,3,3,4.5,4.25,4.25,4.75
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Cushion"",""glider"":""Wario Wing""}",4.5,2,5,4.5,4,2,1.75,2.75,3.25,4.5,4,4.5,4.5
"{""character"":""Koopa Troopa"",""body"":""Streetle"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",4.75,1.75,5,4.75,3.75,1.75,1.75,2.75,3,4.5,4,4.5,4.75
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",3.5,2.5,3.5,3.5,4.5,3,2.5,2.75,3.25,4.5,4.5,4,4.25
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",3.75,2.25,3.5,3.75,4.25,2.75,2.75,2.75,3,4.5,4.5,4,4.5
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",3.5,2.75,3.25,3.5,4.5,3,2.75,2.5,3.25,4.5,4.25,4.25,4.25
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Roller"",""glider"":""Super Glider""}",4,2,3.25,4.25,3.5,2.5,2,2.75,3.25,4.75,4.75,4.25,4.5
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Roller"",""glider"":""Cloud Glider""}",4.25,1.75,3.25,4.5,3.25,2.25,2.25,2.75,3,4.75,4.75,4.25,4.75
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Roller"",""glider"":""Wario Wing""}",4,2.25,3,4.25,3.5,2.5,2.25,2.5,3.25,4.75,4.5,4.5,4.5
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Slim"",""glider"":""Super Glider""}",3,2.5,2.5,3.25,4.5,3.25,3,2.5,3,4.75,4.5,4.25,4.5
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Slim"",""glider"":""Cloud Glider""}",3.25,2.25,2.5,3.5,4.25,3,3.25,2.5,2.75,4.75,4.5,4.25,4.75
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Slim"",""glider"":""Wario Wing""}",3,2.75,2.25,3.25,4.5,3.25,3.25,2.25,3,4.75,4.25,4.5,4.5
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Metal"",""glider"":""Super Glider""}",2.5,3,2.75,2.75,4.75,3.5,2.25,2.75,3,4.25,4,3.75,3.5
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Metal"",""glider"":""Cloud Glider""}",2.75,2.75,2.75,3,4.5,3.25,2.5,2.75,2.75,4.25,4,3.75,3.75
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Metal"",""glider"":""Wario Wing""}",2.5,3.25,2.5,2.75,4.75,3.5,2.5,2.5,3,4.25,3.75,4,3.5
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Button"",""glider"":""Super Glider""}",3.75,2,3,4,4,2.75,2.5,2.5,3,4.5,4.75,4,4
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Button"",""glider"":""Cloud Glider""}",4,1.75,3,4.25,3.75,2.5,2.75,2.5,2.75,4.5,4.75,4,4.25
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Button"",""glider"":""Wario Wing""}",3.75,2.25,2.75,4,4,2.75,2.75,2.25,3,4.5,4.5,4.25,4
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Off-Road"",""glider"":""Super Glider""}",3.25,2.75,3.75,3,5,3.25,2.5,3,2.75,4,4.25,3.5,3.75
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",3.5,2.5,3.75,3.25,4.75,3,2.75,3,2.5,4,4.25,3.5,4
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",3.25,3,3.5,3,5,3.25,2.75,2.75,2.75,4,4,3.75,3.75
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Cushion"",""glider"":""Super Glider""}",3.5,2.25,3.75,3.75,4.75,2.75,2.25,2.25,3.5,4.25,4.5,3.5,4.25
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",3.75,2,3.75,4,4.5,2.5,2.5,2.25,3.25,4.25,4.5,3.5,4.5
"{""character"":""Koopa Troopa"",""body"":""Sneeker"",""tire"":""Cushion"",""glider"":""Wario Wing""}",3.5,2.5,3.5,3.75,4.75,2.75,2.5,2,3.5,4.25,4.25,3.75,4.25
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",3.5,2.5,3.5,3.5,4,3,2.5,2.75,3.25,4.5,4.5,4,4.25
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",3.75,2.25,3.5,3.75,3.75,2.75,2.75,2.75,3,4.5,4.5,4,4.5
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",3.5,2.75,3.25,3.5,4,3,2.75,2.5,3.25,4.5,4.25,4.25,4.25
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Monster"",""glider"":""Super Glider""}",3,3,4,3.25,4.25,3,2.5,2.5,2.75,3.75,3.75,3.5,3.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Monster"",""glider"":""Wario Wing""}",3,3.25,3.75,3.25,4.25,3,2.75,2.25,2.75,3.75,3.5,3.75,3.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Roller"",""glider"":""Super Glider""}",4,2,3.25,4.25,3,2.5,2,2.75,3.25,4.75,4.75,4.25,4.5
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Roller"",""glider"":""Cloud Glider""}",4.25,1.75,3.25,4.5,2.75,2.25,2.25,2.75,3,4.75,4.75,4.25,4.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Roller"",""glider"":""Wario Wing""}",4,2.25,3,4.25,3,2.5,2.25,2.5,3.25,4.75,4.5,4.5,4.5
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Roller"",""glider"":""Peach Parasol""}",4.25,2,3,4.5,2.75,2.25,2.25,2.5,3,4.75,4.5,4.5,4.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Slim"",""glider"":""Super Glider""}",3,2.5,2.5,3.25,4,3.25,3,2.5,3,4.75,4.5,4.25,4.5
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Slim"",""glider"":""Cloud Glider""}",3.25,2.25,2.5,3.5,3.75,3,3.25,2.5,2.75,4.75,4.5,4.25,4.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Slim"",""glider"":""Wario Wing""}",3,2.75,2.25,3.25,4,3.25,3.25,2.25,3,4.75,4.25,4.5,4.5
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Slim"",""glider"":""Peach Parasol""}",3.25,2.5,2.25,3.5,3.75,3,3.25,2.25,2.75,4.75,4.25,4.5,4.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Slick"",""glider"":""Super Glider""}",2.75,2.75,2.25,2.75,4,3.5,3,2,2.5,4.25,4.25,3.25,3.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Slick"",""glider"":""Wario Wing""}",2.75,3,2,2.75,4,3.5,3.25,1.75,2.5,4.25,4,3.5,3.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Metal"",""glider"":""Super Glider""}",2.5,3,2.75,2.75,4.25,3.5,2.25,2.75,3,4.25,4,3.75,3.5
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Metal"",""glider"":""Cloud Glider""}",2.75,2.75,2.75,3,4,3.25,2.5,2.75,2.75,4.25,4,3.75,3.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Metal"",""glider"":""Wario Wing""}",2.5,3.25,2.5,2.75,4.25,3.5,2.5,2.5,3,4.25,3.75,4,3.5
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Metal"",""glider"":""Peach Parasol""}",2.75,3,2.5,3,4,3.25,2.5,2.5,2.75,4.25,3.75,4,3.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Button"",""glider"":""Super Glider""}",3.75,2,3,4,3.5,2.75,2.5,2.5,3,4.5,4.75,4,4
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Button"",""glider"":""Cloud Glider""}",4,1.75,3,4.25,3.25,2.5,2.75,2.5,2.75,4.5,4.75,4,4.25
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Button"",""glider"":""Wario Wing""}",3.75,2.25,2.75,4,3.5,2.75,2.75,2.25,3,4.5,4.5,4.25,4
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Button"",""glider"":""Peach Parasol""}",4,2,2.75,4.25,3.25,2.5,2.75,2.25,2.75,4.5,4.5,4.25,4.25
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Off-Road"",""glider"":""Super Glider""}",3.25,2.75,3.75,3,4.5,3.25,2.5,3,2.75,4,4.25,3.5,3.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",3.5,2.5,3.75,3.25,4.25,3,2.75,3,2.5,4,4.25,3.5,4
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",3.25,3,3.5,3,4.5,3.25,2.75,2.75,2.75,4,4,3.75,3.75
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",3.5,2.75,3.5,3.25,4.25,3,2.75,2.75,2.5,4,4,3.75,4
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Cushion"",""glider"":""Super Glider""}",3.5,2.25,3.75,3.75,4.25,2.75,2.25,2.25,3.5,4.25,4.5,3.5,4.25
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",3.75,2,3.75,4,4,2.5,2.5,2.25,3.25,4.25,4.5,3.5,4.5
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Cushion"",""glider"":""Wario Wing""}",3.5,2.5,3.5,3.75,4.25,2.75,2.5,2,3.5,4.25,4.25,3.75,4.25
"{""character"":""Koopa Troopa"",""body"":""Master Cycle"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",3.75,2.25,3.5,4,4,2.5,2.5,2,3.25,4.25,4.25,3.75,4.5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",4.25,2.25,4.75,4,4,2.5,2.75,2.75,3.25,4.75,4.75,4.25,4.5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",4.5,2,4.75,4.25,3.75,2.25,3,2.75,3,4.75,4.75,4.25,4.75
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",4.25,2.5,4.5,4,4,2.5,3,2.5,3.25,4.75,4.5,4.5,4.5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",4.5,2.25,4.5,4.25,3.75,2.25,3,2.5,3,4.75,4.5,4.5,4.75
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Monster"",""glider"":""Super Glider""}",3.75,2.75,5.25,3.75,4.25,2.5,2.75,2.5,2.75,4,4,3.75,4
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Monster"",""glider"":""Cloud Glider""}",4,2.5,5.25,4,4,2.25,3,2.5,2.5,4,4,3.75,4.25
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Monster"",""glider"":""Wario Wing""}",3.75,3,5,3.75,4.25,2.5,3,2.25,2.75,4,3.75,4,4
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Monster"",""glider"":""Peach Parasol""}",4,2.75,5,4,4,2.25,3,2.25,2.5,4,3.75,4,4.25
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Roller"",""glider"":""Super Glider""}",4.75,1.75,4.5,4.75,3,2,2.25,2.75,3.25,5,5,4.5,4.75
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Roller"",""glider"":""Cloud Glider""}",5,1.5,4.5,5,2.75,1.75,2.5,2.75,3,5,5,4.5,5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Roller"",""glider"":""Wario Wing""}",4.75,2,4.25,4.75,3,2,2.5,2.5,3.25,5,4.75,4.75,4.75
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Roller"",""glider"":""Peach Parasol""}",5,1.75,4.25,5,2.75,1.75,2.5,2.5,3,5,4.75,4.75,5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Slim"",""glider"":""Super Glider""}",3.75,2.25,3.75,3.75,4,2.75,3.25,2.5,3,5,4.75,4.5,4.75
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Slim"",""glider"":""Cloud Glider""}",4,2,3.75,4,3.75,2.5,3.5,2.5,2.75,5,4.75,4.5,5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Slim"",""glider"":""Wario Wing""}",3.75,2.5,3.5,3.75,4,2.75,3.5,2.25,3,5,4.5,4.75,4.75
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Slim"",""glider"":""Peach Parasol""}",4,2.25,3.5,4,3.75,2.5,3.5,2.25,2.75,5,4.5,4.75,5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Slick"",""glider"":""Super Glider""}",3.5,2.5,3.5,3.25,4,3,3.25,2,2.5,4.5,4.5,3.5,4
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Slick"",""glider"":""Wario Wing""}",3.5,2.75,3.25,3.25,4,3,3.5,1.75,2.5,4.5,4.25,3.75,4
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Metal"",""glider"":""Super Glider""}",3.25,2.75,4,3.25,4.25,3,2.5,2.75,3,4.5,4.25,4,3.75
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Metal"",""glider"":""Wario Wing""}",3.25,3,3.75,3.25,4.25,3,2.75,2.5,3,4.5,4,4.25,3.75
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Button"",""glider"":""Super Glider""}",4.5,1.75,4.25,4.5,3.5,2.25,2.75,2.5,3,4.75,5,4.25,4.25
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Button"",""glider"":""Cloud Glider""}",4.75,1.5,4.25,4.75,3.25,2,3,2.5,2.75,4.75,5,4.25,4.5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Button"",""glider"":""Wario Wing""}",4.5,2,4,4.5,3.5,2.25,3,2.25,3,4.75,4.75,4.5,4.25
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Button"",""glider"":""Peach Parasol""}",4.75,1.75,4,4.75,3.25,2,3,2.25,2.75,4.75,4.75,4.5,4.5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Off-Road"",""glider"":""Super Glider""}",4,2.5,5,3.5,4.5,2.75,2.75,3,2.75,4.25,4.5,3.75,4
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",4.25,2.25,5,3.75,4.25,2.5,3,3,2.5,4.25,4.5,3.75,4.25
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",4,2.75,4.75,3.5,4.5,2.75,3,2.75,2.75,4.25,4.25,4,4
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",4.25,2.5,4.75,3.75,4.25,2.5,3,2.75,2.5,4.25,4.25,4,4.25
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Cushion"",""glider"":""Super Glider""}",4.25,2,5,4.25,4.25,2.25,2.5,2.25,3.5,4.5,4.75,3.75,4.5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",4.5,1.75,5,4.5,4,2,2.75,2.25,3.25,4.5,4.75,3.75,4.75
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Cushion"",""glider"":""Wario Wing""}",4.25,2.25,4.75,4.25,4.25,2.25,2.75,2,3.5,4.5,4.5,4,4.5
"{""character"":""Koopa Troopa"",""body"":""W 25 Silver Arrow"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",4.5,2,4.75,4.5,4,2,2.75,2,3.25,4.5,4.5,4,4.75
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",3.75,2,4.25,3.5,4.25,3,2.75,2.75,3.25,4.25,5,4.25,4
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",4,1.75,4.25,3.75,4,2.75,3,2.75,3,4.25,5,4.25,4.25
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",3.75,2.25,4,3.5,4.25,3,3,2.5,3.25,4.25,4.75,4.5,4
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",4,2,4,3.75,4,2.75,3,2.5,3,4.25,4.75,4.5,4.25
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Monster"",""glider"":""Super Glider""}",3.25,2.5,4.75,3.25,4.5,3,2.75,2.5,2.75,3.5,4.25,3.75,3.5
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Monster"",""glider"":""Wario Wing""}",3.25,2.75,4.5,3.25,4.5,3,3,2.25,2.75,3.5,4,4,3.5
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Roller"",""glider"":""Super Glider""}",4.25,1.5,4,4.25,3.25,2.5,2.25,2.75,3.25,4.5,5.25,4.5,4.25
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Roller"",""glider"":""Cloud Glider""}",4.5,1.25,4,4.5,3,2.25,2.5,2.75,3,4.5,5.25,4.5,4.5
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Roller"",""glider"":""Wario Wing""}",4.25,1.75,3.75,4.25,3.25,2.5,2.5,2.5,3.25,4.5,5,4.75,4.25
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Roller"",""glider"":""Peach Parasol""}",4.5,1.5,3.75,4.5,3,2.25,2.5,2.5,3,4.5,5,4.75,4.5
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Slim"",""glider"":""Super Glider""}",3.25,2,3.25,3.25,4.25,3.25,3.25,2.5,3,4.5,5,4.5,4.25
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Slim"",""glider"":""Cloud Glider""}",3.5,1.75,3.25,3.5,4,3,3.5,2.5,2.75,4.5,5,4.5,4.5
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Slim"",""glider"":""Wario Wing""}",3.25,2.25,3,3.25,4.25,3.25,3.5,2.25,3,4.5,4.75,4.75,4.25
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Slim"",""glider"":""Peach Parasol""}",3.5,2,3,3.5,4,3,3.5,2.25,2.75,4.5,4.75,4.75,4.5
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Slick"",""glider"":""Super Glider""}",3,2.25,3,2.75,4.25,3.5,3.25,2,2.5,4,4.75,3.5,3.5
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Slick"",""glider"":""Wario Wing""}",3,2.5,2.75,2.75,4.25,3.5,3.5,1.75,2.5,4,4.5,3.75,3.5
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Metal"",""glider"":""Super Glider""}",2.75,2.5,3.5,2.75,4.5,3.5,2.5,2.75,3,4,4.5,4,3.25
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Metal"",""glider"":""Cloud Glider""}",3,2.25,3.5,3,4.25,3.25,2.75,2.75,2.75,4,4.5,4,3.5
"{""character"":""Koopa Troopa"",""body"":""Blue Falcon"",""tire"":""Metal"",""glider"":""Wario Wing""}",2.75,2.75,3.25,2.75,4.5,3.5,2.75,2.5,3,4,4.25,4.25,3.25
