Name,Acceleration,Weight,Traction,MiniTurbo,Invincibility,GroundSpeed,WaterSpeed,AirSpeed,AntiGravitySpeed,GroundHandling,WaterHandling,AirHandling,AntiGravityHandling
"{""character"":""Baby Rosalina"",""body"":""Comet"",""tire"":""Off-Road"",""glider"":""Super Glider""}",14,6,13,12,15,6,7,7,5,15,12,16,15
"{""character"":""Baby Rosalina"",""body"":""Comet"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",15,5,13,13,14,5,7,6,6,15,12,17,15
"{""character"":""Baby Rosalina"",""body"":""Comet"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",14,7,12,12,15,6,6,7,6,15,13,16,14
"{""character"":""Baby Rosalina"",""body"":""Comet"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",15,6,12,13,14,5,6,6,6,15,13,17,14
"{""character"":""Baby Rosalina"",""body"":""Comet"",""tire"":""Cushion"",""glider"":""Super Glider""}",15,4,13,15,14,4,4,10,4,16,12,17,15
"{""character"":""Baby Rosalina"",""body"":""Comet"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",16,3,13,16,13,3,4,9,5,16,12,18,15
"{""character"":""Baby Rosalina"",""body"":""Comet"",""tire"":""Cushion"",""glider"":""Wario Wing""}",15,5,12,15,14,4,3,10,5,16,13,17,14
"{""character"":""Baby Rosalina"",""body"":""Comet"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",16,4,12,16,13,3,3,9,5,16,13,18,14
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",11,6,10,10,17,8,5,7,6,14,13,13,15
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",12,5,10,11,16,7,5,6,7,14,13,14,15
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",11,7,9,10,17,8,4,7,7,14,14,13,14
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""Monster"",""glider"":""Wario Wing""}",9,9,11,9,18,8,3,5,7,11,12,11,11
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""Slim"",""glider"":""Super Glider""}",9,6,6,9,17,9,4,6,8,15,14,14,15
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""Slim"",""glider"":""Cloud Glider""}",10,5,6,10,16,8,4,5,9,15,14,15,15
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""Slim"",""glider"":""Wario Wing""}",9,7,5,9,17,9,3,6,9,15,15,14,14
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""Off-Road"",""glider"":""Super Glider""}",10,7,11,8,19,9,6,5,6,12,11,12,14
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",11,6,11,9,18,8,6,4,7,12,11,13,14
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",10,8,10,8,19,9,5,5,7,12,12,12,13
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""Cushion"",""glider"":""Super Glider""}",11,5,11,11,18,7,3,8,5,13,11,13,14
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",12,4,11,12,17,6,3,7,6,13,11,14,14
"{""character"":""Baby Rosalina"",""body"":""Circuit Special"",""tire"":""Cushion"",""glider"":""Wario Wing""}",11,6,10,11,18,7,2,8,6,13,12,13,13
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",10,7,14,9,18,8,6,6,5,13,13,13,14
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",10,8,13,9,18,8,5,6,6,13,14,13,13
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Monster"",""glider"":""Super Glider""}",8,9,16,8,19,8,5,4,5,10,11,11,11
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Monster"",""glider"":""Wario Wing""}",8,10,15,8,19,8,4,4,6,10,12,11,10
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Monster"",""glider"":""Peach Parasol""}",9,9,15,9,18,7,4,3,6,10,12,12,10
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Slim"",""glider"":""Super Glider""}",8,7,10,8,18,9,5,5,7,14,14,14,14
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Slim"",""glider"":""Cloud Glider""}",9,6,10,9,17,8,5,4,8,14,14,15,14
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Slim"",""glider"":""Wario Wing""}",8,8,9,8,18,9,4,5,8,14,15,14,13
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Slim"",""glider"":""Peach Parasol""}",9,7,9,9,17,8,4,4,8,14,15,15,13
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Metal"",""glider"":""Super Glider""}",6,9,11,6,19,10,6,5,4,12,12,10,12
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Metal"",""glider"":""Wario Wing""}",6,10,10,6,19,10,5,5,5,12,13,10,11
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Off-Road"",""glider"":""Super Glider""}",9,8,15,7,20,9,7,4,5,11,11,12,13
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",10,7,15,8,19,8,7,3,6,11,11,13,13
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",9,9,14,7,20,9,6,4,6,11,12,12,12
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",10,8,14,8,19,8,6,3,6,11,12,13,12
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Cushion"",""glider"":""Super Glider""}",10,6,15,10,19,7,4,7,4,12,11,13,13
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",11,5,15,11,18,6,4,6,5,12,11,14,13
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Cushion"",""glider"":""Wario Wing""}",10,7,14,10,19,7,3,7,5,12,12,13,12
"{""character"":""Baby Rosalina"",""body"":""Badwagon"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",11,6,14,11,18,6,3,6,5,12,12,14,12
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",12,4,11,12,16,7,7,8,5,16,15,16,15
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",13,3,11,13,15,6,7,7,6,16,15,17,15
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",12,5,10,12,16,7,6,8,6,16,16,16,14
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Roller"",""glider"":""Super Glider""}",14,2,10,15,12,5,7,8,3,17,16,17,16
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Roller"",""glider"":""Cloud Glider""}",15,1,10,16,11,4,7,7,4,17,16,18,16
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Roller"",""glider"":""Wario Wing""}",14,3,9,15,12,5,6,8,4,17,17,17,15
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Slim"",""glider"":""Super Glider""}",10,4,7,11,16,8,6,7,7,17,16,17,15
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Slim"",""glider"":""Cloud Glider""}",11,3,7,12,15,7,6,6,8,17,16,18,15
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Slim"",""glider"":""Wario Wing""}",10,5,6,11,16,8,5,7,8,17,17,17,14
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Metal"",""glider"":""Super Glider""}",8,6,8,9,17,9,7,7,4,15,14,13,13
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Metal"",""glider"":""Wario Wing""}",8,7,7,9,17,9,6,7,5,15,15,13,12
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Button"",""glider"":""Super Glider""}",13,2,9,14,14,6,6,7,5,16,15,15,16
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Button"",""glider"":""Cloud Glider""}",14,1,9,15,13,5,6,6,6,16,15,16,16
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Button"",""glider"":""Wario Wing""}",13,3,8,14,14,6,5,7,6,16,16,15,15
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Off-Road"",""glider"":""Super Glider""}",11,5,12,10,18,8,8,6,5,14,13,15,14
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",12,4,12,11,17,7,8,5,6,14,13,16,14
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",11,6,11,10,18,8,7,6,6,14,14,15,13
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Cushion"",""glider"":""Super Glider""}",12,3,12,13,17,6,5,9,4,15,13,16,14
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",13,2,12,14,16,5,5,8,5,15,13,17,14
"{""character"":""Baby Rosalina"",""body"":""Prancer"",""tire"":""Cushion"",""glider"":""Wario Wing""}",12,4,11,13,17,6,4,9,5,15,14,16,13
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",12,4,11,12,14,7,7,8,5,16,15,16,15
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",13,3,11,13,13,6,7,7,6,16,15,17,15
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",12,5,10,12,14,7,6,8,6,16,16,16,14
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",13,4,10,13,13,6,6,7,6,16,16,17,14
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Monster"",""glider"":""Super Glider""}",10,6,13,11,15,7,6,6,5,13,13,14,12
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Monster"",""glider"":""Wario Wing""}",10,7,12,11,15,7,5,6,6,13,14,14,11
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Roller"",""glider"":""Super Glider""}",14,2,10,15,10,5,7,8,3,17,16,17,16
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Roller"",""glider"":""Cloud Glider""}",15,1,10,16,9,4,7,7,4,17,16,18,16
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Roller"",""glider"":""Wario Wing""}",14,3,9,15,10,5,6,8,4,17,17,17,15
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Roller"",""glider"":""Peach Parasol""}",15,2,9,16,9,4,6,7,4,17,17,18,15
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Slim"",""glider"":""Super Glider""}",10,4,7,11,14,8,6,7,7,17,16,17,15
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Slim"",""glider"":""Cloud Glider""}",11,3,7,12,13,7,6,6,8,17,16,18,15
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Slim"",""glider"":""Wario Wing""}",10,5,6,11,14,8,5,7,8,17,17,17,14
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Slim"",""glider"":""Peach Parasol""}",11,4,6,12,13,7,5,6,8,17,17,18,14
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Metal"",""glider"":""Super Glider""}",8,6,8,9,15,9,7,7,4,15,14,13,13
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Metal"",""glider"":""Wario Wing""}",8,7,7,9,15,9,6,7,5,15,15,13,12
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Button"",""glider"":""Super Glider""}",13,2,9,14,12,6,6,7,5,16,15,15,16
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Button"",""glider"":""Cloud Glider""}",14,1,9,15,11,5,6,6,6,16,15,16,16
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Button"",""glider"":""Wario Wing""}",13,3,8,14,12,6,5,7,6,16,16,15,15
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Button"",""glider"":""Peach Parasol""}",14,2,8,15,11,5,5,6,6,16,16,16,15
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Off-Road"",""glider"":""Super Glider""}",11,5,12,10,16,8,8,6,5,14,13,15,14
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",12,4,12,11,15,7,8,5,6,14,13,16,14
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",11,6,11,10,16,8,7,6,6,14,14,15,13
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",12,5,11,11,15,7,7,5,6,14,14,16,13
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Cushion"",""glider"":""Super Glider""}",12,3,12,13,15,6,5,9,4,15,13,16,14
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",13,2,12,14,14,5,5,8,5,15,13,17,14
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Cushion"",""glider"":""Wario Wing""}",12,4,11,13,15,6,4,9,5,15,14,16,13
"{""character"":""Baby Rosalina"",""body"":""Sport Bike"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",13,3,11,14,14,5,4,8,5,15,14,17,13
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",17,3,13,16,11,3,5,6,4,18,16,17,18
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",18,2,13,17,10,2,5,5,5,18,16,18,18
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",17,4,12,16,11,3,4,6,5,18,17,17,17
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",18,3,12,17,10,2,4,5,5,18,17,18,17
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Monster"",""glider"":""Super Glider""}",15,5,15,15,12,3,4,4,4,15,14,15,15
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Monster"",""glider"":""Wario Wing""}",15,6,14,15,12,3,3,4,5,15,15,15,14
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Monster"",""glider"":""Peach Parasol""}",16,5,14,16,11,2,3,3,5,15,15,16,14
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Roller"",""glider"":""Super Glider""}",19,1,12,19,7,1,5,6,2,19,17,18,19
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Roller"",""glider"":""Cloud Glider""}",20,0,12,20,6,0,5,5,3,19,17,19,19
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Roller"",""glider"":""Wario Wing""}",19,2,11,19,7,1,4,6,3,19,18,18,18
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Roller"",""glider"":""Peach Parasol""}",20,1,11,20,6,0,4,5,3,19,18,19,18
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Slim"",""glider"":""Super Glider""}",15,3,9,15,11,4,4,5,6,19,17,18,18
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Slim"",""glider"":""Cloud Glider""}",16,2,9,16,10,3,4,4,7,19,17,19,18
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Slim"",""glider"":""Wario Wing""}",15,4,8,15,11,4,3,5,7,19,18,18,17
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Slim"",""glider"":""Peach Parasol""}",16,3,8,16,10,3,3,4,7,19,18,19,17
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Button"",""glider"":""Super Glider""}",18,1,11,18,9,2,4,5,4,18,16,16,19
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Button"",""glider"":""Cloud Glider""}",19,0,11,19,8,1,4,4,5,18,16,17,19
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Button"",""glider"":""Wario Wing""}",18,2,10,18,9,2,3,5,5,18,17,16,18
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Button"",""glider"":""Peach Parasol""}",19,1,10,19,8,1,3,4,5,18,17,17,18
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Off-Road"",""glider"":""Super Glider""}",16,4,14,14,13,4,6,4,4,16,14,16,17
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",17,3,14,15,12,3,6,3,5,16,14,17,17
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",16,5,13,14,13,4,5,4,5,16,15,16,16
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",17,4,13,15,12,3,5,3,5,16,15,17,16
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Cushion"",""glider"":""Super Glider""}",17,2,14,17,12,2,3,7,3,17,14,17,17
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",18,1,14,18,11,1,3,6,4,17,14,18,17
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Cushion"",""glider"":""Wario Wing""}",17,3,13,17,12,2,2,7,4,17,15,17,16
"{""character"":""Baby Rosalina"",""body"":""Biddybuggy"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",18,2,13,18,11,1,2,6,4,17,15,18,16
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",16,3,15,15,13,4,9,7,2,17,17,16,15
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",17,2,15,16,12,3,9,6,3,17,17,17,15
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",16,4,14,15,13,4,8,7,3,17,18,16,14
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",17,3,14,16,12,3,8,6,3,17,18,17,14
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Super Glider""}",14,5,17,14,14,4,8,5,2,14,15,14,12
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Wario Wing""}",14,6,16,14,14,4,7,5,3,14,16,14,11
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Peach Parasol""}",15,5,16,15,13,3,7,4,3,14,16,15,11
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Super Glider""}",18,1,14,18,9,2,9,7,0,18,18,17,16
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Cloud Glider""}",19,0,14,19,8,1,9,6,1,18,18,18,16
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Wario Wing""}",18,2,13,18,9,2,8,7,1,18,19,17,15
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Peach Parasol""}",19,1,13,19,8,1,8,6,1,18,19,18,15
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Super Glider""}",14,3,11,14,13,5,8,6,4,18,18,17,15
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Cloud Glider""}",15,2,11,15,12,4,8,5,5,18,18,18,15
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Wario Wing""}",14,4,10,14,13,5,7,6,5,18,19,17,14
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Peach Parasol""}",15,3,10,15,12,4,7,5,5,18,19,18,14
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Metal"",""glider"":""Super Glider""}",12,5,12,12,14,6,9,6,1,16,16,13,13
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Metal"",""glider"":""Wario Wing""}",12,6,11,12,14,6,8,6,2,16,17,13,12
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Super Glider""}",17,1,13,17,11,3,8,6,2,17,17,15,16
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Cloud Glider""}",18,0,13,18,10,2,8,5,3,17,17,16,16
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Wario Wing""}",17,2,12,17,11,3,7,6,3,17,18,15,15
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Peach Parasol""}",18,1,12,18,10,2,7,5,3,17,18,16,15
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Super Glider""}",15,4,16,13,15,5,10,5,2,15,15,15,14
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",16,3,16,14,14,4,10,4,3,15,15,16,14
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",15,5,15,13,15,5,9,5,3,15,16,15,13
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",16,4,15,14,14,4,9,4,3,15,16,16,13
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Cushion"",""glider"":""Super Glider""}",16,2,16,16,14,3,7,8,1,16,15,16,14
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",17,1,16,17,13,2,7,7,2,16,15,17,14
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Cushion"",""glider"":""Wario Wing""}",16,3,15,16,14,3,6,8,2,16,16,16,13
"{""character"":""Baby Rosalina"",""body"":""Streetle"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",17,2,15,17,13,2,6,7,2,16,16,17,13
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",12,5,9,12,16,7,6,8,5,16,14,15,16
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",12,6,8,12,16,7,5,8,6,16,15,15,15
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Roller"",""glider"":""Super Glider""}",14,3,8,15,12,5,6,8,3,17,15,16,17
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Roller"",""glider"":""Wario Wing""}",14,4,7,15,12,5,5,8,4,17,16,16,16
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Slim"",""glider"":""Super Glider""}",10,5,5,11,16,8,5,7,7,17,15,16,16
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Slim"",""glider"":""Wario Wing""}",10,6,4,11,16,8,4,7,8,17,16,16,15
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Metal"",""glider"":""Super Glider""}",8,7,6,9,17,9,6,7,4,15,13,12,14
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Metal"",""glider"":""Wario Wing""}",8,8,5,9,17,9,5,7,5,15,14,12,13
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Button"",""glider"":""Super Glider""}",13,3,7,14,14,6,5,7,5,16,14,14,17
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Button"",""glider"":""Wario Wing""}",13,4,6,14,14,6,4,7,6,16,15,14,16
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Off-Road"",""glider"":""Super Glider""}",11,6,10,10,18,8,7,6,5,14,12,14,15
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",11,7,9,10,18,8,6,6,6,14,13,14,14
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Cushion"",""glider"":""Super Glider""}",12,4,10,13,17,6,4,9,4,15,12,15,15
"{""character"":""Baby Rosalina"",""body"":""Sneeker"",""tire"":""Cushion"",""glider"":""Wario Wing""}",12,5,9,13,17,6,3,9,5,15,13,15,14
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",12,5,9,12,14,7,6,8,5,16,14,15,16
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",13,4,9,13,13,6,6,7,6,16,14,16,16
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",12,6,8,12,14,7,5,8,6,16,15,15,15
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""Monster"",""glider"":""Wario Wing""}",10,8,10,11,15,7,4,6,6,13,13,13,12
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""Roller"",""glider"":""Super Glider""}",14,3,8,15,10,5,6,8,3,17,15,16,17
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""Roller"",""glider"":""Cloud Glider""}",15,2,8,16,9,4,6,7,4,17,15,17,17
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""Roller"",""glider"":""Wario Wing""}",14,4,7,15,10,5,5,8,4,17,16,16,16
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""Roller"",""glider"":""Peach Parasol""}",15,3,7,16,9,4,5,7,4,17,16,17,16
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""Slim"",""glider"":""Super Glider""}",10,5,5,11,14,8,5,7,7,17,15,16,16
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""Slim"",""glider"":""Cloud Glider""}",11,4,5,12,13,7,5,6,8,17,15,17,16
"{""character"":""Baby Rosalina"",""body"":""Master Cycle"",""tire"":""Slim"",""glider"":""Wario Wing""}",10,6,4,11,14,8,4,7,8,17,16,16,15
